POST ID	POST TEXT
756444684919054336	RT @ChannelNewsAsia: By George, Britain's little prince is 3! https://t.co/0DDDv6xLyW (??: @KensingtonRoyal) https://t.co/q2hGv19XBd
756444799276683264	Turkey says US could extradite cleric Gulen quickly if wants to - https://t.co/JVj2gnynuM
756444883158786048	IS-linked newspaper Al Fatihin to be prohibited in Singapore https://t.co/ezCwqhUjHH
756444888594542592	Japanese operators confident of winning bid to develop Singapore-Malaysia HSR  https://t.co/ELdv8hKnKN
756444980940374017	CNA | IS-linked newspaper Al Fatihin to be prohibited in Singapore https://t.co/lDytfXmV1s https://t.co/hXLZyJJd5U
756444986900488192	CNA | IS-linked newspaper Al Fatihin to be prohibited in Singapore https://t.co/Yl81erTnjK #sgnews https://t.co/mIXLCs3DRr
756444990184706050	CNA | IS-linked newspaper Al Fatihin to be prohibited in Singapore https://t.co/wdvbOLkZQF https://t.co/x3qgCe01zy
756444994412552192	CNA | Japanese operators confident of winning bid to develop KL-Singapore High-Speed Rail https://t.co/FASt7quBev https://t.co/XWOj9ITHcB
756444997554024448	CNA | Japanese operators confident of winning bid to develop KL-Singapore… https://t.co/wWxK7Lf0dH #sgnews https://t.co/Z20ogomrYB
756445001249271809	CNA | Japanese operators confident of winning bid to develop KL-Singapore High-Speed Rail https://t.co/lWWvI5Yy7U https://t.co/gR5eLq6sne
756445054223257601	RT @ChannelNewsAsia: Japanese Shinkansen operators confident of winning bid to develop KL-Singapore #HSR https://t.co/UBzfTElYZM https://t.…
756445118186426368	RT @ChannelNewsAsia: By George, Britain's little prince is 3! https://t.co/0DDDv6xLyW (??: @KensingtonRoyal) https://t.co/q2hGv19XBd
756445124205260800	Malaysia, China, Australia to suspend hunt for MH370 after completing current search zone - Channel NewsAsia https://t.co/e4lcjk3ucP
756445145273294848	RT @ChannelNewsAsia: Japanese Shinkansen operators confident of winning bid to develop KL-Singapore #HSR https://t.co/UBzfTElYZM https://t.…
756445148582518784	Malaysia, China, Australia to suspend hunt for MH370 after completing current search zone - Channel NewsAsia https://t.co/3wL3aM3OVZ
756445166664232960	RT @scoo_ps: CNA | IS-linked newspaper Al Fatihin to be prohibited in Singapore https://t.co/Yl81erTnjK #sgnews https://t.co/mIXLCs3DRr
756445184267657216	Malaysia, China, Australia to suspend hunt for MH370 after completing current search zone - Channel NewsAsia https://t.co/2inSas4TbZ
756445350433583104	[CNA] IS-linked newspaper Al Fatihin to be prohibited in Singapore https://t.co/tovPvz1DGc #SGnews
756445355701665792	[CNA] Japanese operators confident of winning bid to develop KL-Singapore High-Speed Rail https://t.co/NUY0ei9GYG #SGnews
756445415076167680	Nobody cares my career will be ruined, says Russia's Shubenkov https://t.co/WWP2dgDqg1
756445419069116417	GE profit beats estimates as power business revenue rises https://t.co/d0z4m0NgGe
756445422063788033	GE profit beats estimates as power business revenue rises: REUTERS: General Electric Co reported a better-tha... https://t.co/viQlgETW6B
756445422172921857	Olympics: 45 new doping failures from Beijing, London Games - IOC https://t.co/1Dsfpt9z5y
756445623117684736	Volkswagen to halt sales of most vehicles in South Korea amid emissions probe https://t.co/kwXzHbT8aG #UFO4UBlogAsia
756445623851687936	Japanese operators confident of winning bid to develop Singapore-Malaysia HSR https://t.co/CBRIv656AX #UFO4UBlogAsia
756445655724351489	Japanese operators confident of winning bid to develop KL-Singapore High-Speed Rail https://t.co/mfX9Aj52Uy
756445663911641088	By George, Britain's little prince is 3! https://t.co/Xy2WbJlvy7
756445664616280064	Nobody cares my career will be ruined, says Russia's Shubenkov https://t.co/yDoQeRWyZy
756445665165766656	GE profit beats estimates as power business revenue rises https://t.co/t18bnsFneV
756445665815920644	Olympics: 45 new doping failures from Beijing, London Games - IOC https://t.co/cvkuhmZiPx
756445673919172608	RT @ChannelNewsAsia: By George, Britain's little prince is 3! https://t.co/0DDDv6xLyW (??: @KensingtonRoyal) https://t.co/q2hGv19XBd
756445725710442497	RT @ChannelNewsAsia: By George, Britain's little prince is 3! https://t.co/0DDDv6xLyW (??: @KensingtonRoyal) https://t.co/q2hGv19XBd
756445732131905536	RT @ChannelNewsAsia: By George, Britain's little prince is 3! https://t.co/0DDDv6xLyW (??: @KensingtonRoyal) https://t.co/q2hGv19XBd
756445744190595072	Britain's economy wilting fast after Brexit vote, may prompt more spending https://t.co/C03Vo4hGsm #business #sg
756445746270990336	GE profit beats estimates as power business revenue rises https://t.co/SnSYSOyQy1 #business #sg
756445771604471808	RT @ChannelNewsAsia: Japanese Shinkansen operators confident of winning bid to develop KL-Singapore #HSR https://t.co/UBzfTElYZM https://t.…
756445919063617536	RT @ChannelNewsAsia: By George, Britain's little prince is 3! https://t.co/0DDDv6xLyW (??: @KensingtonRoyal) https://t.co/q2hGv19XBd
756445929507475459	RT @ChannelNewsAsia: Japanese Shinkansen operators confident of winning bid to develop KL-Singapore #HSR https://t.co/UBzfTElYZM https://t.…
756445996767322112	IS-linked newspaper Al Fatihin to be prohibited in Singapore - Channel NewsAsia https://t.co/EPBQgynARM
756446003876605952	Japanese operators confident of winning bid to develop KL-Singapore High-Speed Rail - Channel NewsAsia https://t.co/zewnlJeVoi
756446020418973696	IS-linked newspaper Al Fatihin to be prohibited in Singapore - Channel NewsAsia https://t.co/FT8pWmf9XJ
756446028526739456	Japanese operators confident of winning bid to develop KL-Singapore High-Speed Rail - Channel NewsAsia https://t.co/UfK2h2hZNK
756446041201717248	RT @ChannelNewsAsia: By George, Britain's little prince is 3! https://t.co/0DDDv6xLyW (??: @KensingtonRoyal) https://t.co/q2hGv19XBd
756446073145536512	45 new doping failures from Beijing, London #Olympics https://t.co/gjeWHjO7yS https://t.co/Vqh7cFsBDF
756446221871439872	RT @ChannelNewsAsia: Those caught possessing, distributing IS-linked Al Fatihin paper in S'pore risk jail/fine https://t.co/818PSvJhBd http…
756446247075000320	IS-linked newspaper Al Fatihin to be prohibited in Singapore - Channel NewsAsia https://t.co/1G4D8783ok
756446262107500544	RT @ChannelNewsAsia: 45 new doping failures from Beijing, London #Olympics https://t.co/gjeWHjO7yS https://t.co/Vqh7cFsBDF
756446276477030400	IS-linked newspaper Al Fatihin to be prohibited in Singapore - Channel NewsAsia https://t.co/xfZ9rXkcOQ
756446419276312577	RT @ChannelNewsAsia: By George, Britain's little prince is 3! https://t.co/0DDDv6xLyW (??: @KensingtonRoyal) https://t.co/q2hGv19XBd
756446580941524992	RT @ChannelNewsAsia: #1MDB: @WhiteHouse urges Malaysia to show good governance, transparent business climate https://t.co/t2kDfUGARK https:…
756446634154729473	RT @ChannelNewsAsia: Japanese Shinkansen operators confident of winning bid to develop KL-Singapore #HSR https://t.co/UBzfTElYZM https://t.…
756446732532068355	IS-linked newspaper Al Fatihin to be prohibited in Singapore - Channel NewsAsia https://t.co/ZE0oOL3HiA
756446737863094272	#OpenFollow IS-linked newspaper Al Fatihin to be prohibited in Singapore - Channel NewsAsia https://t.co/79Aiet0wRe #Singapore
756446755365937156	#OpenFollow IS-linked newspaper Al Fatihin to be prohibited in Singapore - Channel NewsAsia https://t.co/13kCwVGCMH #Singapore
756446816166486017	AIYA SO BIG ALREADY CUTIE :') https://t.co/GS4chyurKK
756447041639763968	RT @ChannelNewsAsia: Japanese Shinkansen operators confident of winning bid to develop KL-Singapore #HSR https://t.co/UBzfTElYZM https://t.…
756447072161632256	RT @ChannelNewsAsia: Japanese Shinkansen operators confident of winning bid to develop KL-Singapore #HSR https://t.co/UBzfTElYZM https://t.…
756447149903130625	RT @ChannelNewsAsia: By George, Britain's little prince is 3! https://t.co/0DDDv6xLyW (??: @KensingtonRoyal) https://t.co/q2hGv19XBd
756447207725764608	RT @ChannelNewsAsia: By George, Britain's little prince is 3! https://t.co/0DDDv6xLyW (??: @KensingtonRoyal) https://t.co/q2hGv19XBd
756447282271223808	Nobody cares my career will be ruined, says Russia's Shubenkov https://t.co/tdGWgfYnTR
756447284351627264	GE profit beats estimates as power business revenue rises https://t.co/n97hE04Uap
756447286163546112	Olympics: 45 new doping failures from Beijing, London Games - IOC https://t.co/WDcqZPsJ9i
756447331818635264	Nobody cares my career will be ruined, says Russia's Shubenkov https://t.co/mv1LYlGJoe
756447334859431936	GE profit beats estimates as power business revenue rises https://t.co/chRlphyamP
756447336822349825	Olympics: 45 new doping failures from Beijing, London Games - IOC https://t.co/B1PVTrrIjT
756447372134064128	RT @ChannelNewsAsia: By George, Britain's little prince is 3! https://t.co/0DDDv6xLyW (??: @KensingtonRoyal) https://t.co/q2hGv19XBd
756447415197020160	GM, Isuzu to end pick-up truck development partnership: General Motors Co  and Isuzu Motor Co  have agreed to... https://t.co/KOWFfez7DZ
756447550794858496	ChannelNewsAsia: 45 new doping failures from Beijing, London #Olympics https://t.co/9YVKLXVfGN https://t.co/49cbf0tfjU
756447683041071104	PUB officer charged with cheating: SINGAPORE: A technical officer with PUB was charged on Friday (Jul 22) for... https://t.co/8mevUE7Csv
756447692952174593	RT @ChannelNewsAsia: ASEAN kicks off first talks since #SouthChinaSea ruling https://t.co/YJTygfP4ZX https://t.co/5cg21yRJ8b
756447722803191809	RT @GiumanLuca: Newly developed wheel converts any bicycle into an electric vehicle https://t.co/HtIwvJueBy
756447746719047680	dlvr -  Nobody cares my career will be ruined, says Russia's Shubenkov https://t.co/0RgWkQHgOy
756447748941950976	Nobody cares my career will be ruined, says Russia's Shubenkov https://t.co/OxIRshAI1n
756447749776617472	dlvr -  GE profit beats estimates as power business revenue rises https://t.co/p16QVwpWCo
756447757733285888	GE profit beats estimates as power business revenue rises https://t.co/u1jzh66JwE
756447757825519616	dlvr -  Olympics: 45 new doping failures from Beijing, London Games - IOC https://t.co/FMnACnfzoH
756447767417933824	Olympics: 45 new doping failures from Beijing, London Games - IOC https://t.co/O1NWIgLjHH
756447882547453952	CNA: Olympics: 45 new doping failures from Beijing, London Games - IOC https://t.co/EB656khmkX
756448078538735616	RT @ChannelNewsAsia: By George, Britain's little prince is 3! https://t.co/0DDDv6xLyW (??: @KensingtonRoyal) https://t.co/q2hGv19XBd
756448089079095296	wah the snow so chio  https://t.co/qt4ochTZv7
756448181395881984	#Guam #Agana #Tamuning Indian air force plane goes missing with 29 on board https://t.co/V7F0MUkqlS
756448185502015489	#Guam #Agana #Tamuning Japanese operators confident of winning bid to develop Singapore-Malaysia HSR https://t.co/UMHDXq6IfU
756448351185358848	45 new doping failures from Beijing, London Olympics: IOC https://t.co/2ij6x4Fw8A
756448650235043840	RT @ChannelNewsAsia: 45 new doping failures from Beijing, London #Olympics https://t.co/gjeWHjO7yS https://t.co/Vqh7cFsBDF
756448694551969793	Nobody cares my career will be ruined, says Russia's Shubenkov https://t.co/aaSf31smxH
756448697249128448	GE profit beats estimates as power business revenue rises https://t.co/jsDrN69CCF
756448698821963776	Olympics: 45 new doping failures from Beijing, London Games - IOC https://t.co/LKyeGRTRUc
756448713845899264	Nobody cares my career will be ruined, says Russia's Shubenkov https://t.co/aaSf31aLG9
756448767319109633	Britain's economy wilting fast after Brexit vote, may prompt more spending https://t.co/zbLVPn4gU4
756448992888705024	RT @zenjournalist: Coverage by Singapore TV news station Channel NewsAsia  https://t.co/OJWq54t5Eg
756449085305999361	PUB officer accused of misleading colleagues to award almost S$2m to his own companies https://t.co/tvA2wRPQEI https://t.co/1Cu2Sweeic
756449255976493056	[CNA] PUB officer charged with cheating https://t.co/6zxvexDnal #SGnews
756449519076651008	RT @ChannelNewsAsia: By George, Britain's little prince is 3! https://t.co/0DDDv6xLyW (??: @KensingtonRoyal) https://t.co/q2hGv19XBd
756449597095051264	PUB officer charged with cheating https://t.co/MHt6tXjUBT #singapore
756449709632393216	My review of Trump's speech, and preview of #DNCinPHL coming up at 7:30 on @primetimeasia @ChannelNewsAsia live from Cleveland.
756449754825928705	IS-linked newspaper Al Fatihin to be prohibited in Singapore: The Ministry of Communications and Information says… https://t.co/7HUurpnQt5
756449760706371584	Japanese operators confident of winning bid to develop KL-Singapore High-Speed Rail: The Shinkansen's (bullet… https://t.co/gngnNjIpQQ
756449766112755712	PUB officer charged with cheating: Mohamed Sa’ad Mohamed Ali allegedly misled his colleagues into approving… https://t.co/o4tYdss5dS
756449777479409668	Britain's economy wilting fast after Brexit vote, may prompt more spending https://t.co/fatL8EmLSb
756449782982377472	RT @SimonMarksFSN: My review of Trump's speech, and preview of #DNCinPHL coming up at 7:30 on @primetimeasia @ChannelNewsAsia live from Cle…
756449783003410432	RT @SimonMarksFSN: My review of Trump's speech, and preview of #DNCinPHL coming up at 7:30 on @primetimeasia @ChannelNewsAsia live from Cle…
756449786132254722	Nobody cares my career will be ruined, says Russia's Shubenkov https://t.co/OLOrm5B32P
756449792360787968	GE profit beats estimates as power business revenue rises https://t.co/6fpQ7DjNxn
756449799709175808	45 new doping failures from Beijing, London Olympics: IOC https://t.co/BC3x3vCy3a
756449805946068992	New pictures released as Britain's Prince George marks 3rd birthday https://t.co/fs6ysNihHJ
756449813030248448	PUB officer charged with cheating https://t.co/ouUwcSqQ9B
756449933998206976	RT @ChannelNewsAsia: By George, Britain's little prince is 3! https://t.co/0DDDv6xLyW (??: @KensingtonRoyal) https://t.co/q2hGv19XBd
756450124197310464	RT @ChannelNewsAsia: By George, Britain's little prince is 3! https://t.co/0DDDv6xLyW (??: @KensingtonRoyal) https://t.co/q2hGv19XBd
756450473301962752	Newly developed wheel converts any bicycle into an electric vehicle https://t.co/0mXbEunlY4
756450558014132227	RT @ChannelNewsAsia: By George, Britain's little prince is 3! https://t.co/0DDDv6xLyW (??: @KensingtonRoyal) https://t.co/q2hGv19XBd
756450675765026816	RT @ChannelNewsAsia: Japanese Shinkansen operators confident of winning bid to develop KL-Singapore #HSR https://t.co/UBzfTElYZM https://t.…
756450994100248576	ChannelNewsAsia: PUB officer accused of misleading colleagues to award almost S$2m to his own companies … https://t.co/9t5e7u9XbW
756451116049498112	RT @SimonMarksFSN: My review of Trump's speech, and preview of #DNCinPHL coming up at 7:30 on @primetimeasia @ChannelNewsAsia live from Cle…
756451134521442304	Man arrested for employment scam https://t.co/5MN2lCZrJj
756451209477709824	IS-linked newspaper Al Fatihin to be prohibited in Singapore - Channel NewsAsia https://t.co/INeiiNDc7k
756451239487864832	https://t.co/t90OoMXjNE Long queues at Michelin-starred hawker stalls #Follow4Follow #ilovesingapore #lovesingapore #FollowBack #singapore
756451322241519617	By George, Britain's little prince is 3! https://t.co/jX4HJRoxfC
